hcpcs_code,hcpcs_description,year,bene_unique_cnt,line_srvc_cnt
81291,"Gene analysis (5, 10-methylenetetrahydrofolate reductase) common variants",2015,181486.0,183604.0
81292,"Gene analysis (mutL homolog 1, colon cancer, nonpolyposis type 2) full sequence analysis",2013,1415.0,1421.0
81292,"Gene analysis (mutL homolog 1, colon cancer, nonpolyposis type 2) full sequence analysis",2014,2168.0,2170.0
81292,"Gene analysis (mutL homolog 1, colon cancer, nonpolyposis type 2) full sequence analysis",2015,1919.0,1921.0
81293,"Gene analysis (mutL homolog 1, colon cancer, nonpolyposis type 2) known familial variants",2013,18.0,18.0
81294,"Gene analysis (mutL homolog 1, colon cancer, nonpolyposis type 2) duplication or deletion variants",2014,1971.0,1972.0
81294,"Gene analysis (mutL homolog 1, colon cancer, nonpolyposis type 2) duplication or deletion variants",2015,1810.0,1812.0
81294,"Gene analysis (mutL homolog 1, colon cancer, nonpolyposis type 2) duplication/deletion variants",2013,1360.0,1368.0
81295,"Gene analysis (mutS homolog 2, colon cancer, nonpolyposis type 1) full sequence analysis",2013,1301.0,1306.0
81295,"Gene analysis (mutS homolog 2, colon cancer, nonpolyposis type 1) full sequence analysis",2014,1639.0,1640.0
81295,"Gene analysis (mutS homolog 2, colon cancer, nonpolyposis type 1) full sequence analysis",2015,1976.0,1978.0
81296,"Gene analysis (mutS homolog 2, colon cancer, nonpolyposis type 1) known familial variants",2013,23.0,23.0
81296,"Gene analysis (mutS homolog 2, colon cancer, nonpolyposis type 1) known familial variants",2014,14.0,14.0
81297,"Gene analysis (mutS homolog 2, colon cancer, nonpolyposis type 1) duplication or deletion variants",2014,1479.0,1480.0
81297,"Gene analysis (mutS homolog 2, colon cancer, nonpolyposis type 1) duplication or deletion variants",2015,1397.0,1398.0
81297,"Gene analysis (mutS homolog 2, colon cancer, nonpolyposis type 1) duplication/deletion variants",2013,1287.0,1294.0
81298,Gene analysis (mutS homolog 6 [E coli]) full sequence analysis,2013,1309.0,1314.0
81298,Gene analysis (mutS homolog 6 [E coli]) full sequence analysis,2014,1508.0,1509.0
81298,Gene analysis (mutS homolog 6 [E coli]) full sequence analysis,2015,1713.0,1715.0
81299,Gene analysis (mutS homolog 6 [E coli]) known familial variants,2014,19.0,19.0
81299,Gene analysis (mutS homolog 6 [E coli]) known familial variants,2015,16.0,16.0
81300,Gene analysis (mutS homolog 6 [E coli]) duplication or deletion variants,2014,3809.0,3812.0
81300,Gene analysis (mutS homolog 6 [E coli]) duplication or deletion variants,2015,1760.0,1762.0
81300,Gene analysis (mutS homolog 6 [E coli]) duplication/deletion variants,2013,1372.0,1380.0
81301,Microsatellite instability analysis,2013,772.0,783.0
81301,Microsatellite instability analysis,2014,977.0,984.0
81301,Microsatellite instability analysis,2015,1215.0,1229.0
81310,Gene analysis (nucleophosmin) exon 12 variants,2013,1252.0,1295.0
81310,Gene analysis (nucleophosmin) exon 12 variants,2014,3064.0,3204.0
81310,Gene analysis (nucleophosmin) exon 12 variants,2015,814.0,873.0
81313,Test for detecting genes associated with prostate cancer,2015,1039.0,1059.0
81315,Translocation analysis (PML-RARA regulated adaptor molecule 1) common breakpoint,2013,199.0,326.0
81315,Translocation analysis (PML-RARA regulated adaptor molecule 1) common breakpoint,2014,229.0,379.0
81315,Translocation analysis (PML-RARA regulated adaptor molecule 1) common breakpoint,2015,240.0,437.0
81317,Gene analysis (postmeiotic segregation increased 2 [S cerevisiae]) full sequence analysis,2013,1821.0,1831.0
81317,Gene analysis (postmeiotic segregation increased 2 [S cerevisiae]) full sequence analysis,2014,3896.0,3901.0
81317,Gene analysis (postmeiotic segregation increased 2 [S cerevisiae]) full sequence analysis,2015,6540.0,6542.0
81319,Gene analysis (postmeiotic segregation increased 2 [S cerevisiae]) duplication or deletion variants,2014,1401.0,1402.0
81319,Gene analysis (postmeiotic segregation increased 2 [S cerevisiae]) duplication or deletion variants,2015,1327.0,1327.0
81319,Gene analysis (postmeiotic segregation increased 2 [S cerevisiae]) duplication/deletion variants,2013,1228.0,1231.0
81321,"Gene analysis (phosphatase and tensin homolog), full sequence analysis",2013,211.0,211.0
81321,"Gene analysis (phosphatase and tensin homolog), full sequence analysis",2014,497.0,499.0
81321,"Gene analysis (phosphatase and tensin homolog), full sequence analysis",2015,695.0,701.0
81322,"Gene analysis (phosphatase and tensin homolog), known familial variant",2014,65.0,65.0
81322,"Gene analysis (phosphatase and tensin homolog), known familial variant",2015,50.0,50.0
81323,"Gene analysis (phosphatase and tensin homolog), duplication or deletion variant",2014,4070.0,4073.0
81323,"Gene analysis (phosphatase and tensin homolog), duplication or deletion variant",2015,639.0,639.0
81323,"Gene analysis (phosphatase and tensin homolog), duplication/deletion variant",2013,545.0,552.0
81324,"Gene analysis (peripheral myelin protein 22), duplication or deletion analysis",2015,34.0,34.0
81332,"Gene analysis (serpin peptidase inhibitor, clade A, alpha-1 antiproteinase, antitrypsin, member 1) common variants",2013,1274.0,1285.0
81332,"Gene analysis (serpin peptidase inhibitor, clade A, alpha-1 antiproteinase, antitrypsin, member 1) common variants",2014,1126.0,1138.0
81332,"Gene analysis (serpin peptidase inhibitor, clade A, alpha-1 antiproteinase, antitrypsin, member 1) common variants",2015,1182.0,1192.0
81340,Gene analysis (T cell antigen receptor beta) amplification methodology,2013,1035.0,1122.0
81340,Gene analysis (T cell antigen receptor beta) amplification methodology,2014,1099.0,1201.0
81340,Gene analysis (T cell antigen receptor beta) amplification methodology,2015,859.0,906.0
81342,Gene rearrangement analysis detection abnormal clonal population (T cell antigen receptor gamma),2013,2713.0,2993.0
81342,Gene rearrangement analysis detection abnormal clonal population (T cell antigen receptor gamma),2014,2427.0,2626.0
81342,Gene rearrangement analysis detection abnormal clonal population (T cell antigen receptor gamma),2015,1859.0,2023.0
81350,"Gene analysis (UDP glucuronosyltransferase 1 family, polypeptide A1) common variants",2013,16.0,16.0
81350,"Gene analysis (UDP glucuronosyltransferase 1 family, polypeptide A1) common variants",2014,6574.0,6615.0
81350,"Gene analysis (UDP glucuronosyltransferase 1 family, polypeptide A1) common variants",2015,8378.0,8402.0
81355,Gene analysis (vitamin K epoxide reductase complex subunit 1) common variants,2013,50713.0,50962.0
81355,Gene analysis (vitamin K epoxide reductase complex subunit 1) common variants,2014,24497.0,24516.0
81355,Gene analysis (vitamin K epoxide reductase complex subunit 1) common variants,2015,4768.0,4768.0
81370,"HLA class I and II typing low resolution HLA-A, -B, -C, -DRB1/3/4/5 and -DQB1",2013,18.0,18.0
81370,"HLA class I and II typing low resolution HLA-A, -B, -C, -DRB1/3/4/5 and -DQB1",2014,44.0,45.0
81371,"HLA class I and II typing, low resolution HLA-A, -B, and -DRB1",2015,13.0,13.0
81372,HLA class I typing low resolution,2013,243.0,260.0
81372,HLA class I typing low resolution,2014,242.0,244.0
81372,HLA class I typing low resolution,2015,312.0,314.0
81373,HLA class I typing low resolution one locus,2013,187.0,340.0
81373,HLA class I typing low resolution one locus,2014,49.0,66.0
81373,HLA class I typing low resolution one locus,2015,169.0,243.0
81374,"HLA class I typing, low resolution one antigen equivalent",2013,9990.0,10080.0
81374,"HLA class I typing, low resolution one antigen equivalent",2014,10396.0,10475.0
81374,"HLA class I typing, low resolution one antigen equivalent",2015,10857.0,10995.0
81375,HLA class II typing low resolution HLA-DRB1/3/4/5 and -DQB1,2013,342.0,346.0
81375,HLA class II typing low resolution HLA-DRB1/3/4/5 and -DQB1,2014,125.0,128.0
81375,HLA class II typing low resolution HLA-DRB1/3/4/5 and -DQB1,2015,586.0,598.0
81376,HLA class II typing low resolution one locus,2013,618.0,707.0
81376,HLA class II typing low resolution one locus,2014,1123.0,1309.0
81376,HLA class II typing low resolution one locus,2015,1079.0,1829.0
81377,HLA class II typing low resolution one antigen equivalent,2013,1080.0,1199.0
81377,HLA class II typing low resolution one antigen equivalent,2014,664.0,684.0
81377,HLA class II typing low resolution one antigen equivalent,2015,401.0,402.0
81378,"HLA class I and II typing high resolution HLA-A, -B, -C, and -DRB1",2014,13.0,13.0
81380,HLA class I typing high resolution one locus,2013,34.0,68.0
81380,HLA class I typing high resolution one locus,2014,24.0,24.0
81380,HLA class I typing high resolution one locus,2015,84.0,113.0
81381,HLA class I typing high resolution one allele or allele group,2013,2551.0,2590.0
81381,HLA class I typing high resolution one allele or allele group,2014,4481.0,4572.0
81381,HLA class I typing high resolution one allele or allele group,2015,9866.0,9951.0
81382,HLA class II typing high resolution one locus,2013,895.0,1369.0
81382,HLA class II typing high resolution one locus,2014,1161.0,1726.0
81382,HLA class II typing high resolution one locus,2015,1258.0,2315.0
81383,HLA class II typing high resolution one allele or allele group,2013,1224.0,1529.0
81383,HLA class II typing high resolution one allele or allele group,2014,1182.0,1294.0
81383,HLA class II typing high resolution one allele or allele group,2015,1195.0,1220.0
81400,Molecular pathology procedure level 1,2013,299.0,335.0
81400,Molecular pathology procedure level 1,2014,11507.0,19983.0
81400,Molecular pathology procedure level 1,2015,15958.0,24496.0
81401,Molecular pathology procedure level 2,2013,11823.0,17459.0
81401,Molecular pathology procedure level 2,2014,207922.0,422026.0
81401,Molecular pathology procedure level 2,2015,38451.0,69008.0
81402,Molecular pathology procedure level 3,2013,2811.0,2870.0
81402,Molecular pathology procedure level 3,2014,5106.0,5187.0
81402,Molecular pathology procedure level 3,2015,2685.0,2782.0
81403,Molecular pathology procedure level 4,2013,4555.0,5669.0
81403,Molecular pathology procedure level 4,2014,9783.0,15799.0
81403,Molecular pathology procedure level 4,2015,13214.0,16809.0
81404,Molecular pathology procedure level 5,2013,2994.0,9390.0
81404,Molecular pathology procedure level 5,2014,7761.0,19330.0
81404,Molecular pathology procedure level 5,2015,8563.0,18541.0
81405,Molecular pathology procedure level 6,2013,24.0,25.0
81405,Molecular pathology procedure level 6,2014,79.0,83.0
81405,Molecular pathology procedure level 6,2015,1348.0,1373.0
81406,Molecular pathology procedure level 7,2013,430.0,442.0
81406,Molecular pathology procedure level 7,2014,1104.0,1153.0
81406,Molecular pathology procedure level 7,2015,1996.0,2028.0
81407,Molecular pathology procedure level 8,2014,120.0,120.0
81407,Molecular pathology procedure level 8,2015,202.0,205.0
81408,Molecular pathology procedure level 9,2014,119.0,119.0
81408,Molecular pathology procedure level 9,2015,203.0,206.0
81435,Test for detecting genes associated with colon cancer,2015,502.0,505.0
81445,Test for detecting genes associated with cancer of body organ,2015,47.0,52.0
81450,Test for detecting genes associated with blood related cancer,2015,140.0,140.0
81455,Test for detecting genes associated with cancer,2015,14.0,14.0
81479,Molecular pathology procedure,2013,10253.0,12956.0
81479,Molecular pathology procedure,2014,42991.0,57822.0
81479,Molecular pathology procedure,2015,100063.0,133277.0
81503,Genetic profiling on oncology biopsy of ovarian lesions,2015,26.0,26.0
81504,Genetic profiling on oncology biopsy lesions,2014,15.0,15.0
81504,Genetic profiling on oncology biopsy lesions,2015,109.0,109.0
81507,DNA analysis using maternal plasma,2014,76.0,76.0
81519,Test for detecting genes associated with breast cancer,2015,16587.0,16817.0
81599,Multianalyte assay procedure with algorithmic analysis,2015,250.0,254.0
82000,Acetaldehyde blood test,2014,24.0,24.0
82003,Acetaminophen level,2012,8600.0,13349.0
82003,Acetaminophen level,2013,10062.0,15556.0
82003,Acetaminophen level,2014,14789.0,21376.0
82009,"Analysis for acetone or ketone bodies to screen for, detect or monitor diabetic disorder",2012,465.0,977.0
82009,"Analysis for acetone or ketone bodies to screen for, detect or monitor diabetic disorder",2013,569.0,1042.0
82009,Ketone bodies analysis,2014,883.0,1240.0
82009,Ketone bodies analysis,2015,581.0,1030.0
82010,Acetone or ketone bodies level,2012,1343.0,1640.0
82010,Acetone or ketone bodies level,2013,1687.0,2182.0
82010,Ketone bodies analysis,2014,1512.0,1965.0
82010,Ketone bodies analysis,2015,4423.0,4862.0
82013,Acetylcholinesterase (enzyme) level,2014,14.0,14.0
82017,Chemical test for genetic disorder,2012,218.0,270.0
82017,Chemical test for genetic disorder,2013,55.0,57.0
82017,Chemical test for genetic disorder,2014,45.0,47.0
82017,Chemical test for genetic disorder,2015,49.0,49.0
82024,Adrenocorticotropic hormone (ACTH) level,2012,31982.0,39579.0
82024,Adrenocorticotropic hormone (ACTH) level,2013,32136.0,39299.0
82024,Adrenocorticotropic hormone (ACTH) level,2014,33616.0,41698.0
82024,Adrenocorticotropic hormone (ACTH) level,2015,35821.0,44805.0
82030,"Adenosine, 5-monophosphate, cyclic (cyclic AMP) level",2012,362.0,801.0
82030,"Adenosine, 5-monophosphate, cyclic (cyclic AMP) level",2013,324.0,718.0
82030,"Adenosine, 5-monophosphate, cyclic (cyclic AMP) level",2014,332.0,742.0
82030,"Adenosine, 5-monophosphate, cyclic (cyclic AMP) level",2015,385.0,817.0
82040,Albumin (protein) level,2012,375158.0,614194.0
82040,Albumin (protein) level,2013,366647.0,587039.0
82040,Albumin (protein) level,2014,380150.0,581330.0
82040,Albumin (protein) level,2015,346321.0,533173.0
82042,Urine albumin (protein) level,2012,11869.0,16562.0
82042,Urine albumin (protein) level,2013,12984.0,17262.0
82042,Urine albumin (protein) level,2014,11884.0,14940.0
82042,Urine albumin (protein) level,2015,11098.0,14567.0
82043,Urine microalbumin (protein) level,2012,2208419.0,2811452.0
82043,Urine microalbumin (protein) level,2013,2412674.0,3068696.0
82043,Urine microalbumin (protein) level,2014,2507376.0,3199350.0
82043,Urine microalbumin (protein) level,2015,2624641.0,3346180.1
82044,Urine microalbumin (protein) analysis,2014,428215.0,552968.0
82044,Urine microalbumin (protein) analysis,2015,424076.0,545775.0
82044,"Urine microalbumin (protein) analysis, (microalbumin)",2012,425913.0,549005.0
82044,"Urine microalbumin (protein) analysis, (microalbumin)",2013,435559.0,563685.0
82045,Albumin (protein) level related to restricted heart blood flow,2012,1000.0,1416.0
82045,Albumin (protein) level related to restricted heart blood flow,2013,330.0,372.0
82045,Albumin (protein) level related to restricted heart blood flow,2014,47.0,58.0
82045,Albumin (protein) level related to restricted heart blood flow,2015,31.0,42.0
82055,Alcohol (ethanol) level,2012,236946.0,510265.0
82055,Alcohol (ethanol) level,2013,339846.0,731272.0
82055,Alcohol (ethanol) level,2014,446258.0,959791.0
82075,Breath alcohol level,2012,975.0,2364.0
82075,Breath alcohol level,2013,1629.0,4074.0
82075,Breath alcohol level,2014,2317.0,5699.0
82075,Breath alcohol level,2015,2516.0,8630.0
82085,Aldolase (enzyme) level,2012,51376.0,61522.0
82085,Aldolase (enzyme) level,2013,51119.0,61924.0
82085,Aldolase (enzyme) level,2014,49524.0,60632.0
82085,Aldolase (enzyme) level,2015,47505.0,58122.0
82088,Aldosterone hormone level,2012,31264.0,34747.0
82088,Aldosterone hormone level,2013,32209.0,35538.0
82088,Aldosterone hormone level,2014,30282.0,33590.0
82088,Aldosterone hormone level,2015,30250.0,33708.0
82101,Urine alkaloids level,2012,14858.0,24116.0
82101,Urine alkaloids level,2013,29365.0,58359.0
82101,Urine alkaloids level,2014,124921.0,257702.0
82103,Alpha-1-antitrypsin (protein) blood test,2012,27301.0,28082.0
82103,Alpha-1-antitrypsin (protein) blood test,2013,28463.0,29345.0
82103,Alpha-1-antitrypsin (protein) blood test,2014,29983.0,30876.0
82103,Alpha-1-antitrypsin (protein) blood test,2015,32214.0,33276.0
82104,Alpha-1-antitrypsin (protein) blood test,2012,6634.0,6706.0
82104,Alpha-1-antitrypsin (protein) blood test,2013,6917.0,6985.0
82104,Alpha-1-antitrypsin (protein) blood test,2014,7557.0,7623.0
82104,Alpha-1-antitrypsin (protein) blood test,2015,9218.0,9303.0
82105,"Alpha-fetoprotein (AFP) level, serum",2012,87819.0,118186.0
82105,"Alpha-fetoprotein (AFP) level, serum",2013,95005.0,127988.0
82105,"Alpha-fetoprotein (AFP) level, serum",2014,98252.0,132207.0
82105,"Alpha-fetoprotein (AFP) level, serum",2015,99837.0,133957.0
82106,"Alpha-fetoprotein (AFP) level, amniotic fluid",2012,96.0,97.0
82106,"Alpha-fetoprotein (AFP) level, amniotic fluid",2013,45.0,47.0
82106,"Alpha-fetoprotein (AFP) level, amniotic fluid",2014,39.0,39.0
82106,"Alpha-fetoprotein (AFP) level, amniotic fluid",2015,32.0,32.0
82107,Alpha-fetoprotein (AFP) analysis,2012,3765.0,4823.0
82107,Alpha-fetoprotein (AFP) analysis,2013,4027.0,5005.0
82107,Alpha-fetoprotein (AFP) analysis,2014,4774.0,6193.0
82107,Alpha-fetoprotein (AFP) analysis,2015,5740.0,7417.0
82108,Aluminum level,2012,3174.0,4221.0
82108,Aluminum level,2013,3467.0,4492.0
82108,Aluminum level,2014,4045.0,4938.0
82108,Aluminum level,2015,3543.0,4685.0
82120,Vaginal fluid chemical analysis for bacteria,2012,2204.0,2537.0
82120,Vaginal fluid chemical analysis for bacteria,2013,2056.0,2342.0
82120,Vaginal fluid chemical analysis for bacteria,2014,2058.0,2339.0
82120,Vaginal fluid chemical analysis for bacteria,2015,2096.0,2504.0
82127,Amino acid analysis,2012,2608.0,2873.0
82127,Amino acid analysis,2013,2615.0,2904.0
82127,Amino acid analysis,2014,2686.0,2972.0
82127,Amino acid analysis,2015,2976.0,3308.0
82131,Amino acid analysis,2012,11646.0,15301.0
82131,Amino acid analysis,2013,9749.0,11872.0
82131,Amino acid analysis,2014,8836.0,10555.0
82131,Amino acid analysis,2015,9130.0,10357.0
82135,Aminolevulinic acid (protein) level,2012,54.0,57.0
82135,Aminolevulinic acid (protein) level,2013,76.0,81.0
82135,Aminolevulinic acid (protein) level,2014,65.0,67.0
82135,Aminolevulinic acid (protein) level,2015,57.0,59.0
82136,"Amino acid level, multiple amino acids",2012,11592.0,16940.0
82136,"Amino acid level, multiple amino acids",2013,12474.0,13587.0
82136,"Amino acid level, multiple amino acids",2014,12661.0,13675.0
82136,"Amino acid level, multiple amino acids",2015,13924.0,15237.0
82139,"Amino acid level, multiple amino acids",2012,4442.0,7399.0
82139,"Amino acid level, multiple amino acids",2013,4996.0,7194.0
82139,"Amino acid level, multiple amino acids",2014,5453.0,6813.0
82139,"Amino acid level, multiple amino acids",2015,6822.0,8434.0
82140,Ammonia level,2012,84583.0,145621.0
82140,Ammonia level,2013,91861.0,157723.0
82140,Ammonia level,2014,97154.0,162517.0
82140,Ammonia level,2015,101761.0,168210.0
82145,Amphetamine or methamphetamine level,2012,538547.0,1239475.0
82145,Amphetamine or methamphetamine level,2013,686675.0,1650341.0
82145,Amphetamine or methamphetamine level,2014,884347.0,2222236.2
82150,Amylase (enzyme) level,2012,408942.0,510842.0
82150,Amylase (enzyme) level,2013,404086.0,505792.0
82150,Amylase (enzyme) level,2014,387541.0,486122.0
82150,Amylase (enzyme) level,2015,371380.0,465938.0
82154,Androstanediol glucuronide (hormone) level,2012,91.0,110.0
82154,Androstanediol glucuronide (hormone) level,2013,259.0,282.0
82154,Androstanediol glucuronide (hormone) level,2014,464.0,513.0
82154,Androstanediol glucuronide (hormone) level,2015,19.0,19.0
82157,Androstenedione (hormone) level,2012,5631.0,6209.0
82157,Androstenedione (hormone) level,2013,5616.0,6547.0
82157,Androstenedione (hormone) level,2014,5422.0,6414.0
82157,Androstenedione (hormone) level,2015,5553.0,6251.0
82160,Androsterone (hormone) level,2012,989.0,1038.0
82160,Androsterone (hormone) level,2013,1068.0,1149.0
82160,Androsterone (hormone) level,2014,1069.0,1181.0
82160,Androsterone (hormone) level,2015,998.0,1067.0
82163,Angiotensin ll (protein) level,2014,143.0,150.0
82164,Angiotensin l - converting enzyme (ACE) level,2012,36837.0,39377.0
82164,Angiotensin l - converting enzyme (ACE) level,2013,37567.0,40130.0
82164,Angiotensin l - converting enzyme (ACE) level,2014,38041.0,40338.0
82164,Angiotensin l - converting enzyme (ACE) level,2015,38167.0,40538.0
82172,Apolipoprotein level,2012,277712.0,635676.0
82172,Apolipoprotein level,2013,303590.0,738998.0
82172,Apolipoprotein level,2014,250835.0,598082.0
82172,Apolipoprotein level,2015,218957.0,443886.0
82175,Arsenic level,2012,14546.0,15731.0
82175,Arsenic level,2013,15581.0,16688.0
82175,Arsenic level,2014,16442.0,17640.0
82175,Arsenic level,2015,16191.0,17681.0
82180,"Ascorbic acid (Vitamin C) level, blood",2012,9746.0,11880.0
82180,"Ascorbic acid (Vitamin C) level, blood",2013,10599.0,13131.0
82180,"Ascorbic acid (Vitamin C) level, blood",2014,14886.0,17591.0
82180,"Ascorbic acid (Vitamin C) level, blood",2015,20344.0,23168.0
82190,Measurement of substance using spectroscopy (light),2012,83.0,166.0
82190,Measurement of substance using spectroscopy (light),2013,73.0,145.0
82190,Measurement of substance using spectroscopy (light),2014,25.0,50.0
82205,Barbiturates level,2012,354262.0,884512.0
82205,Barbiturates level,2013,428892.0,1123102.0
82205,Barbiturates level,2014,498426.0,1275342.0
82232,Beta-2 microglobulin (protein) level,2012,86758.0,156800.0
82232,Beta-2 microglobulin (protein) level,2013,86609.0,155584.0
82232,Beta-2 microglobulin (protein) level,2014,86020.0,153283.0
82232,Beta-2 microglobulin (protein) level,2015,84323.0,152265.0
82239,Bile acids level,2012,6644.0,9509.0
82239,Bile acids level,2013,6819.0,9836.0
82239,Bile acids level,2014,6386.0,8860.0
82239,Bile acids level,2015,6239.0,9752.0
82240,Bile acids level,2012,2218.0,3215.0
82240,Bile acids level,2013,2237.0,3349.0
82240,Bile acids level,2014,1961.0,2724.0
82240,Bile acids level,2015,1932.0,2663.0
82247,Bilirubin level,2012,299463.0,578207.0
82247,Bilirubin level,2013,278983.0,524285.0
82247,Bilirubin level,2014,298072.0,529415.0
82247,Bilirubin level,2015,263662.0,458483.0
82248,Bilirubin level,2012,1077032.0,1610272.0
82248,Bilirubin level,2013,1023688.0,1522768.0
82248,Bilirubin level,2014,972154.0,1445279.0
82248,Bilirubin level,2015,926942.0,1381063.0
82252,Stool analysis for bilirubin,2015,13.0,20.0
82261,Biotinidase (enzyme) level,2012,14.0,14.0
82261,Biotinidase (enzyme) level,2013,78.0,101.0
82261,Biotinidase (enzyme) level,2014,90.0,112.0
82261,Biotinidase (enzyme) level,2015,93.0,99.0
82270,Stool analysis for blood to screen for colon tumors,2012,629173.0,631105.0
82270,Stool analysis for blood to screen for colon tumors,2013,576755.0,579424.0
82270,Stool analysis for blood to screen for colon tumors,2014,502196.0,532004.0
82270,Stool analysis for blood to screen for colon tumors,2015,436569.0,438091.0
82271,Specimen analysis for blood,2012,2655.0,3548.0
82271,Specimen analysis for blood,2013,2495.0,3095.0
82271,Specimen analysis for blood,2014,2232.0,2922.0
82271,Specimen analysis for blood,2015,1776.0,2225.0
82272,Stool analysis for blood,2012,145633.0,171922.0
82272,Stool analysis for blood,2013,131755.0,154859.0
82272,Stool analysis for blood,2014,114670.0,134590.0
82272,Stool analysis for blood,2015,100069.0,115244.0
82274,Stool analysis for blood,2012,360122.0,392749.0
82274,Stool analysis for blood,2013,375353.0,408405.0
82274,Stool analysis for blood,2014,360629.0,390481.0
82274,Stool analysis for blood,2015,362613.0,390186.0
82300,Cadmium level,2012,7068.0,7518.0
82300,Cadmium level,2013,8760.0,9302.0
82300,Cadmium level,2014,9869.0,10406.0
82300,Cadmium level,2015,10296.0,11068.0
82306,Vitamin D-3 level,2012,4316502.0,5587420.0
82306,Vitamin D-3 level,2013,4493017.0,5804735.0
82306,Vitamin D-3 level,2014,4621118.0,5969796.0
82306,Vitamin D-3 level,2015,4799627.0,6192964.0
82308,Calcitonin (hormone) level,2012,9635.0,11357.0
82308,Calcitonin (hormone) level,2013,10179.0,12350.0
82308,Calcitonin (hormone) level,2014,10829.0,13418.0
82308,Calcitonin (hormone) level,2015,9801.0,12105.0
82310,Calcium level,2012,440021.0,618533.0
82310,Calcium level,2013,431362.0,600328.0
82310,Calcium level,2014,465918.0,630127.0
82310,Calcium level,2015,411273.0,560213.0
82330,Calcium level,2012,96644.0,128779.0
82330,Calcium level,2013,102404.0,134327.0
82330,Calcium level,2014,104510.0,134722.0
82330,Calcium level,2015,102415.0,132760.0
82331,Calcium level,2012,24.0,24.0
82340,Urine calcium level,2012,65773.0,77332.0
82340,Urine calcium level,2013,68146.0,80807.0
82340,Urine calcium level,2014,71401.0,84244.0
82340,Urine calcium level,2015,74245.0,87561.0
82355,Analysis of stone,2012,6623.0,7099.0
82355,Analysis of stone,2013,5512.0,5905.0
82355,Analysis of stone,2014,5292.0,5640.0
82355,Analysis of stone,2015,5263.0,5612.0
82360,Chemical analysis of stone,2012,10331.0,10958.0
82360,Chemical analysis of stone,2013,8727.0,9253.0
82360,Chemical analysis of stone,2014,11111.0,11823.0
82360,Chemical analysis of stone,2015,11418.0,12210.0
82365,Infrared analysis of stone,2012,14693.0,15593.0
82365,Infrared analysis of stone,2013,15480.0,16403.0
82365,Infrared analysis of stone,2014,14593.0,15561.0
82365,Infrared analysis of stone,2015,14561.0,15509.0
82370,X-ray analysis of stone,2012,1581.0,1882.0
82370,X-ray analysis of stone,2013,1475.0,1564.0
82370,X-ray analysis of stone,2014,765.0,832.0
82370,X-ray analysis of stone,2015,492.0,526.0
82373,Carbohydrate deficient transferrin (protein) level,2012,127.0,153.0
82373,Carbohydrate deficient transferrin (protein) level,2013,125.0,145.0
82373,Carbohydrate deficient transferrin (protein) level,2014,210.0,243.0
82373,Carbohydrate deficient transferrin (protein) level,2015,218.0,263.0
82374,Carbon dioxide (bicarbonate) level,2012,47892.0,74451.3
82374,Carbon dioxide (bicarbonate) level,2013,49343.0,74366.0
82374,Carbon dioxide (bicarbonate) level,2014,53463.0,79216.0
82374,Carbon dioxide (bicarbonate) level,2015,41968.0,62426.0
82375,Carboxyhemoglobin (protein) level,2012,8749.0,10355.0
82375,Carboxyhemoglobin (protein) level,2013,7941.0,9229.0
82375,Carboxyhemoglobin (protein) level,2014,7853.0,8906.0
82375,Carboxyhemoglobin (protein) level,2015,7321.0,8099.0
82376,Carboxyhemoglobin (protein) analysis,2012,92.0,155.0
82376,Carboxyhemoglobin (protein) analysis,2013,34.0,35.0
82376,Carboxyhemoglobin (protein) analysis,2014,14.0,17.0
82376,Carboxyhemoglobin (protein) analysis,2015,13.0,14.0
82378,Carcinoembryonic antigen (CEA) protein level,2012,339168.0,671290.0
82378,Carcinoembryonic antigen (CEA) protein level,2013,326443.0,639919.0
82378,Carcinoembryonic antigen (CEA) protein level,2014,314817.0,618535.0
82378,Carcinoembryonic antigen (CEA) protein level,2015,300136.0,596831.0
82379,Carnitine level,2012,3846.0,4482.0
82379,Carnitine level,2013,3927.0,4519.0
82379,Carnitine level,2014,4873.0,5495.0
82379,Carnitine level,2015,5093.0,5691.0
82380,Carotene level,2012,3411.0,3885.0
82380,Carotene level,2013,3999.0,4504.0
82380,Carotene level,2014,3961.0,4656.0
82380,Carotene level,2015,4143.0,4981.0
82382,Catecholamines (organic nitrogen) urine level,2012,2519.0,2774.0
82382,Catecholamines (organic nitrogen) urine level,2013,185.0,199.0
82382,Catecholamines (organic nitrogen) urine level,2014,187.0,193.0
82382,Catecholamines (organic nitrogen) urine level,2015,315.0,343.0
82383,Catecholamines organic nitrogen blood level,2012,16.0,18.0
82383,Catecholamines organic nitrogen blood level,2013,30.0,34.0
82383,Catecholamines organic nitrogen blood level,2014,19.0,20.0
82383,Catecholamines organic nitrogen blood level,2015,13.0,13.0
82384,Catecholamines (organic nitrogen) level,2012,15233.0,17155.0
82384,Catecholamines (organic nitrogen) level,2013,15010.0,16997.0
82384,Catecholamines (organic nitrogen) level,2014,13639.0,15416.0
82384,Catecholamines (organic nitrogen) level,2015,13630.0,15656.0
82390,Ceruloplasmin (protein) level,2012,24468.0,25330.0
82390,Ceruloplasmin (protein) level,2013,26479.0,27374.0
82390,Ceruloplasmin (protein) level,2014,28313.0,29230.0
82390,Ceruloplasmin (protein) level,2015,30326.0,31198.0
82397,Analysis using chemiluminescent technique (light and chemical )reaction,2012,10921.0,19923.0
