HCPCS_CODE,HCPCS_DESCRIPTION,YEAR,NUMBER_OF_SUPPLIER_BENEFICIARIES,NUMBER_OF_SUPPLIER_CLAIMS
E2613,"Positioning wheelchair back cushion, posterior, width less than 22 inches, any height, including any type mounting hardware",2015,233.0,233.0
E2615,"Positioning wheelchair back cushion, posterior-lateral, width less than 22 inches, any height, including any type mounting hardware",2013,25.0,42.0
E2615,"Positioning wheelchair back cushion, posterior-lateral, width less than 22 inches, any height, including any type mounting hardware",2015,22.0,22.0
E2617,"Custom fabricated wheelchair back cushion, any size, including any type mounting hardware",2013,110.0,110.0
E2617,"Custom fabricated wheelchair back cushion, any size, including any type mounting hardware",2014,63.0,63.0
E2617,"Custom fabricated wheelchair back cushion, any size, including any type mounting hardware",2015,94.0,94.0
E2619,"Replacement cover for wheelchair seat cushion or back cushion, each",2013,41.0,45.0
E2619,"Replacement cover for wheelchair seat cushion or back cushion, each",2014,26.0,27.0
E2619,"Replacement cover for wheelchair seat cushion or back cushion, each",2015,46.0,58.0
E2620,"Positioning wheelchair back cushion, planar back with lateral supports, width less than 22 inches, any height, including any type mounting hardware",2013,268.0,282.0
E2620,"Positioning wheelchair back cushion, planar back with lateral supports, width less than 22 inches, any height, including any type mounting hardware",2014,247.0,263.0
E2620,"Positioning wheelchair back cushion, planar back with lateral supports, width less than 22 inches, any height, including any type mounting hardware",2015,461.0,461.0
E2622,"Skin protection wheelchair seat cushion, adjustable, width less than 22 inches, any depth",2013,326.0,337.0
E2622,"Skin protection wheelchair seat cushion, adjustable, width less than 22 inches, any depth",2014,275.0,278.0
E2622,"Skin protection wheelchair seat cushion, adjustable, width less than 22 inches, any depth",2015,384.0,384.0
E2624,"Skin protection and positioning wheelchair seat cushion, adjustable, width less than 22 inches, any depth",2013,77.0,77.0
E2624,"Skin protection and positioning wheelchair seat cushion, adjustable, width less than 22 inches, any depth",2014,48.0,48.0
E2624,"Skin protection and positioning wheelchair seat cushion, adjustable, width less than 22 inches, any depth",2015,100.0,100.0
G0333,Pharmacy dispensing fee for inhalation drug(s); initial 30-day supply as a beneficiary,2013,36912.0,37000.0
G0333,Pharmacy dispensing fee for inhalation drug(s); initial 30-day supply as a beneficiary,2014,23088.0,23131.0
G0333,Pharmacy dispensing fee for inhalation drug(s); initial 30-day supply as a beneficiary,2015,22434.0,22441.0
J0133,"Injection, acyclovir, 5 mg",2014,0.0,17.0
J0133,"Injection, acyclovir, 5 mg",2015,0.0,15.0
J0285,"Injection, amphotericin b, 50 mg",2013,0.0,14.0
J0285,"Injection, amphotericin b, 50 mg",2015,0.0,29.0
J0287,"Injection, amphotericin b lipid complex, 10 mg",2013,0.0,75.0
J0287,"Injection, amphotericin b lipid complex, 10 mg",2014,0.0,11.0
J0289,"Injection, amphotericin b liposome, 10 mg",2013,0.0,155.0
J0289,"Injection, amphotericin b liposome, 10 mg",2014,0.0,191.0
J0289,"Injection, amphotericin b liposome, 10 mg",2015,0.0,148.0
J0895,"Injection, deferoxamine mesylate, 500 mg",2013,0.0,6662.0
J0895,"Injection, deferoxamine mesylate, 500 mg",2014,0.0,6503.0
J0895,"Injection, deferoxamine mesylate, 500 mg",2015,0.0,5820.0
J1170,"Injection, hydromorphone, up to 4 mg",2013,0.0,2136.0
J1170,"Injection, hydromorphone, up to 4 mg",2014,0.0,1658.0
J1170,"Injection, hydromorphone, up to 4 mg",2015,0.0,1498.0
J1250,"Injection, dobutamine hydrochloride, per 250 mg",2013,15.0,5448.0
J1250,"Injection, dobutamine hydrochloride, per 250 mg",2014,24.0,5348.0
J1250,"Injection, dobutamine hydrochloride, per 250 mg",2015,0.0,7217.0
J1265,"Injection, dopamine hcl, 40 mg",2013,0.0,321.0
J1265,"Injection, dopamine hcl, 40 mg",2014,0.0,452.0
J1265,"Injection, dopamine hcl, 40 mg",2015,0.0,344.0
J1325,"Injection, epoprostenol, 0. 5 mg",2013,254.0,5631.0
J1325,"Injection, epoprostenol, 0.5 mg",2014,233.0,5463.0
J1325,"Injection, epoprostenol, 0.5 mg",2015,228.0,6552.0
J1442,"Injection, filgrastim (g-csf), 1 microgram",2015,0.0,11.0
J1455,"Injection, foscarnet sodium, per 1000 mg",2013,0.0,51.0
J1455,"Injection, foscarnet sodium, per 1000 mg",2014,0.0,102.0
J1455,"Injection, foscarnet sodium, per 1000 mg",2015,0.0,322.0
J1459,"Injection, immune globulin (privigen), intravenous, non-lyophilized (e. G. Liquid), 500 mg",2013,0.0,605.0
J1459,"Injection, immune globulin (privigen), intravenous, non-lyophilized (e.g. liquid), 500 mg",2014,0.0,833.0
J1459,"Injection, immune globulin (privigen), intravenous, non-lyophilized (e.g. liquid), 500 mg",2015,0.0,1176.0
J1556,"Injection, immune globulin (bivigam), 500 mg",2014,0.0,40.0
J1556,"Injection, immune globulin (bivigam), 500 mg",2015,0.0,38.0
J1557,"Injection, immune globulin, (gammaplex), intravenous, non-lyophilized (e. G. Liquid), 500 mg",2013,0.0,13.0
J1557,"Injection, immune globulin, (gammaplex), intravenous, non-lyophilized (e.g. liquid), 500 mg",2014,0.0,49.0
J1557,"Injection, immune globulin, (gammaplex), intravenous, non-lyophilized (e.g. liquid), 500 mg",2015,0.0,142.0
J1559,"Injection, immune globulin (hizentra), 100 mg",2013,461.0,26994.0
J1559,"Injection, immune globulin (hizentra), 100 mg",2014,573.0,29316.0
J1559,"Injection, immune globulin (hizentra), 100 mg",2015,598.0,31573.0
J1561,"Injection, immune globulin, (gamunex-c/gammaked), non-lyophilized (e. G. Liquid), 500 mg",2013,13.0,3754.0
J1561,"Injection, immune globulin, (gamunex-c/gammaked), non-lyophilized (e.g. liquid), 500 mg",2014,39.0,4309.0
J1561,"Injection, immune globulin, (gamunex-c/gammaked), non-lyophilized (e.g. liquid), 500 mg",2015,67.0,5828.0
J1566,"Injection, immune globulin, intravenous, lyophilized (e. G. Powder), not otherwise specified, 500 mg",2013,0.0,419.0
J1566,"Injection, immune globulin, intravenous, lyophilized (e.g. powder), not otherwise specified, 500 mg",2014,0.0,485.0
J1566,"Injection, immune globulin, intravenous, lyophilized (e.g. powder), not otherwise specified, 500 mg",2015,0.0,614.0
J1568,"Injection, immune globulin, (octagam), intravenous, non-lyophilized (e. G. Liquid), 500 mg",2013,0.0,242.0
J1568,"Injection, immune globulin, (octagam), intravenous, non-lyophilized (e.g. liquid), 500 mg",2014,0.0,303.0
J1568,"Injection, immune globulin, (octagam), intravenous, non-lyophilized (e.g. liquid), 500 mg",2015,0.0,402.0
J1569,"Injection, immune globulin, (gammagard liquid), non-lyophilized, (e. G. Liquid), 500 mg",2013,126.0,8566.0
J1569,"Injection, immune globulin, (gammagard liquid), non-lyophilized, (e.g. liquid), 500 mg",2014,192.0,10916.0
J1569,"Injection, immune globulin, (gammagard liquid), non-lyophilized, (e.g. liquid), 500 mg",2015,200.0,13949.0
J1570,"Injection, ganciclovir sodium, 500 mg",2013,0.0,586.0
J1570,"Injection, ganciclovir sodium, 500 mg",2014,0.0,537.0
J1570,"Injection, ganciclovir sodium, 500 mg",2015,0.0,537.0
J1572,"Injection, immune globulin, (flebogamma/flebogamma dif), intravenous, non-lyophilized (e. G. Liquid), 500 mg",2013,0.0,143.0
J1572,"Injection, immune globulin, (flebogamma/flebogamma dif), intravenous, non-lyophilized (e.g. liquid), 500 mg",2014,0.0,168.0
J1572,"Injection, immune globulin, (flebogamma/flebogamma dif), intravenous, non-lyophilized (e.g. liquid), 500 mg",2015,0.0,229.0
J1817,"Insulin for administration through dme (i. E. , insulin pump) per 50 units",2013,1589.0,28039.0
J1817,"Insulin for administration through dme (i.e., insulin pump) per 50 units",2014,1409.0,33113.0
J1817,"Insulin for administration through dme (i.e., insulin pump) per 50 units",2015,2525.0,38693.0
J2260,"Injection, milrinone lactate, 5 mg",2013,577.0,27787.0
J2260,"Injection, milrinone lactate, 5 mg",2014,635.0,31369.0
J2260,"Injection, milrinone lactate, 5 mg",2015,625.0,37835.0
J2270,"Injection, morphine sulfate, up to 10 mg",2013,0.0,77.0
J2270,"Injection, morphine sulfate, up to 10 mg",2014,0.0,152.0
J2270,"Injection, morphine sulfate, up to 10 mg",2015,0.0,216.0
J2271,"Injection, morphine sulfate, 100mg",2013,0.0,323.0
J2271,"Injection, morphine sulfate, 100mg",2014,0.0,227.0
J2275,"Injection, morphine sulfate (preservative-free sterile solution), per 10 mg",2013,0.0,33.0
J2275,"Injection, morphine sulfate (preservative-free sterile solution), per 10 mg",2014,0.0,23.0
J2354,"Injection, octreotide, non-depot form for subcutaneous or intravenous injection, 25 mcg",2013,0.0,20.0
J2354,"Injection, octreotide, non-depot form for subcutaneous or intravenous injection, 25 mcg",2014,0.0,12.0
J2354,"Injection, octreotide, non-depot form for subcutaneous or intravenous injection, 25 mcg",2015,0.0,13.0
J2545,"Pentamidine isethionate, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per 300 mg",2013,0.0,164.0
J2545,"Pentamidine isethionate, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per 300 mg",2014,11.0,261.0
J2545,"Pentamidine isethionate, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per 300 mg",2015,0.0,363.0
J2930,"Injection, methylprednisolone sodium succinate, up to 125 mg",2013,71.0,85.0
J2930,"Injection, methylprednisolone sodium succinate, up to 125 mg",2014,38.0,43.0
J2930,"Injection, methylprednisolone sodium succinate, up to 125 mg",2015,21.0,26.0
J3010,"Injection, fentanyl citrate, 0. 1 mg",2013,0.0,136.0
J3010,"Injection, fentanyl citrate, 0.1 mg",2014,0.0,143.0
J3010,"Injection, fentanyl citrate, 0.1 mg",2015,0.0,28.0
J3285,"Injection, treprostinil, 1 mg",2013,334.0,8655.0
J3285,"Injection, treprostinil, 1 mg",2014,434.0,9366.0
J3285,"Injection, treprostinil, 1 mg",2015,393.0,9372.0
J7500,"Azathioprine, oral, 50 mg",2013,1342.0,26435.0
J7500,"Azathioprine, oral, 50 mg",2014,1374.0,26110.0
J7500,"Azathioprine, oral, 50 mg",2015,1416.0,27877.0
J7502,"Cyclosporine, oral, 100 mg",2013,1909.0,36911.0
J7502,"Cyclosporine, oral, 100 mg",2014,1580.0,34647.0
J7502,"Cyclosporine, oral, 100 mg",2015,1209.0,30780.0
J7506,"Prednisone, oral, per 5mg",2013,32471.0,195633.0
J7506,"Prednisone, oral, per 5mg",2014,34489.0,215222.0
J7506,"Prednisone, oral, per 5mg",2015,35240.0,225554.0
J7507,"Tacrolimus, immediate release, oral, 1 mg",2014,92721.0,619690.0
J7507,"Tacrolimus, immediate release, oral, 1 mg",2015,97145.0,631105.0
J7507,"Tacrolimus, oral, per 1 mg",2013,85291.0,553550.0
J7508,"Tacrolimus, extended release, oral, 0.1 mg",2014,187.0,1612.0
J7508,"Tacrolimus, extended release, oral, 0.1 mg",2015,642.0,6115.0
J7509,"Methylprednisolone oral, per 4 mg",2013,65.0,701.0
J7509,"Methylprednisolone oral, per 4 mg",2014,22.0,635.0
J7509,"Methylprednisolone oral, per 4 mg",2015,14.0,532.0
J7510,"Prednisolone oral, per 5 mg",2013,226.0,1209.0
J7510,"Prednisolone oral, per 5 mg",2014,179.0,1171.0
J7510,"Prednisolone oral, per 5 mg",2015,28.0,215.0
J7515,"Cyclosporine, oral, 25 mg",2013,5948.0,78481.0
J7515,"Cyclosporine, oral, 25 mg",2014,5293.0,75464.0
J7515,"Cyclosporine, oral, 25 mg",2015,4780.0,70956.0
J7517,"Mycophenolate mofetil, oral, 250 mg",2013,47053.0,347607.0
J7517,"Mycophenolate mofetil, oral, 250 mg",2014,47536.0,361842.0
J7517,"Mycophenolate mofetil, oral, 250 mg",2015,49434.0,370024.0
J7518,"Mycophenolic acid, oral, 180 mg",2013,26207.0,185309.0
J7518,"Mycophenolic acid, oral, 180 mg",2014,27742.0,199573.0
J7518,"Mycophenolic acid, oral, 180 mg",2015,29533.0,211451.0
J7520,"Sirolimus, oral, 1 mg",2013,4246.0,52756.0
J7520,"Sirolimus, oral, 1 mg",2014,4003.0,51125.0
J7520,"Sirolimus, oral, 1 mg",2015,3810.0,50356.0
J7527,"Everolimus, oral, 0. 25 mg",2013,250.0,3797.0
J7527,"Everolimus, oral, 0.25 mg",2014,489.0,6498.0
J7527,"Everolimus, oral, 0.25 mg",2015,657.0,8901.0
J7605,"Arformoterol, inhalation solution, fda approved final product, non-compounded, administered through dme, unit dose form, 15 micrograms",2013,21647.0,312425.0
J7605,"Arformoterol, inhalation solution, fda approved final product, non-compounded, administered through dme, unit dose form, 15 micrograms",2014,24104.0,334793.0
J7605,"Arformoterol, inhalation solution, fda approved final product, non-compounded, administered through dme, unit dose form, 15 micrograms",2015,25686.0,348556.0
J7606,"Formoterol fumarate, inhalation solution, fda approved final product, non-compounded, administered through dme, unit dose form, 20 micrograms",2013,9430.0,140395.0
J7606,"Formoterol fumarate, inhalation solution, fda approved final product, non-compounded, administered through dme, unit dose form, 20 micrograms",2014,8610.0,133037.0
J7606,"Formoterol fumarate, inhalation solution, fda approved final product, non-compounded, administered through dme, unit dose form, 20 micrograms",2015,8644.0,128735.0
J7608,"Acetylcysteine, inhalation solution, fda-approved final product, non-compounded,  administered through dme, unit dose form, per gram",2013,84.0,3406.0
J7608,"Acetylcysteine, inhalation solution, fda-approved final product, non-compounded,  administered through dme, unit dose form, per gram",2014,103.0,4797.0
J7608,"Acetylcysteine, inhalation solution, fda-approved final product, non-compounded,  administered through dme, unit dose form, per gram",2015,126.0,6091.0
J7611,"Albuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, concentrated form, 1 mg",2013,142.0,3568.0
J7611,"Albuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, concentrated form, 1 mg",2014,95.0,2626.0
J7611,"Albuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, concentrated form, 1 mg",2015,102.0,2006.0
J7612,"Levalbuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, concentrated form, 0. 5 mg",2013,0.0,22.0
J7612,"Levalbuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, concentrated form, 0.5 mg",2014,0.0,39.0
J7612,"Levalbuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, concentrated form, 0.5 mg",2015,0.0,35.0
J7613,"Albuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose, 1 mg",2013,182413.0,1390455.0
J7613,"Albuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose, 1 mg",2014,148762.0,1179805.0
J7613,"Albuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose, 1 mg",2015,134268.0,1073383.0
J7614,"Levalbuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose, 0. 5 mg",2013,602.0,28001.0
J7614,"Levalbuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose, 0.5 mg",2014,516.0,24267.0
J7614,"Levalbuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose, 0.5 mg",2015,526.0,22531.0
J7620,"Albuterol, up to 2. 5 mg and ipratropium bromide, up to 0. 5 mg, fda-approved final product, non-compounded, administered through dme",2013,128635.0,1300833.0
J7620,"Albuterol, up to 2.5 mg and ipratropium bromide, up to 0.5 mg, fda-approved final product, non-compounded, administered through dme",2014,114860.0,1136746.0
J7620,"Albuterol, up to 2.5 mg and ipratropium bromide, up to 0.5 mg, fda-approved final product, non-compounded, administered through dme",2015,110372.0,1060944.0
J7626,"Budesonide, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, up to 0. 5 mg",2013,55184.0,625603.0
J7626,"Budesonide, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, up to 0.5 mg",2014,54885.0,613336.0
J7626,"Budesonide, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, up to 0.5 mg",2015,57217.0,615799.0
J7631,"Cromolyn sodium, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per 10 milligrams",2013,85.0,569.0
J7631,"Cromolyn sodium, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per 10 milligrams",2014,128.0,635.0
J7631,"Cromolyn sodium, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per 10 milligrams",2015,137.0,803.0
J7639,"Dornase alfa, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per milligram",2013,231.0,4776.0
J7639,"Dornase alfa, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per milligram",2014,331.0,5958.0
J7639,"Dornase alfa, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per milligram",2015,281.0,6082.0
J7644,"Ipratropium bromide, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per milligram",2013,19502.0,290240.0
J7644,"Ipratropium bromide, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per milligram",2014,15467.0,248485.0
J7644,"Ipratropium bromide, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per milligram",2015,13520.0,218309.0
J7682,"Tobramycin, inhalation solution, fda-approved final product, non-compounded, unit dose form, administered through dme, per 300 milligrams",2013,50.0,1370.0
J7682,"Tobramycin, inhalation solution, fda-approved final product, non-compounded, unit dose form, administered through dme, per 300 milligrams",2014,47.0,1622.0
J7682,"Tobramycin, inhalation solution, fda-approved final product, non-compounded, unit dose form, administered through dme, per 300 milligrams",2015,42.0,1850.0
J7686,"Treprostinil, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, 1. 74 mg",2013,470.0,12150.0
J7686,"Treprostinil, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, 1.74 mg",2014,460.0,14124.0
J7686,"Treprostinil, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, 1.74 mg",2015,491.0,13871.0
J7799,"Noc drugs, other than inhalation drugs, administered through dme",2015,15.0,623.0
J8501,"Aprepitant, oral, 5 mg",2013,223.0,1022.0
J8501,"Aprepitant, oral, 5 mg",2014,0.0,163.0
J8501,"Aprepitant, oral, 5 mg",2015,0.0,220.0
J8510,"Busulfan; oral, 2 mg",2015,0.0,11.0
J8520,"Capecitabine, oral, 150 mg",2015,67.0,3848.0
J8521,"Capecitabine, oral, 500 mg",2015,5927.0,92943.0
J8530,"Cyclophosphamide; oral, 25 mg",2013,0.0,23.0
J8530,"Cyclophosphamide; oral, 25 mg",2015,183.0,5981.0
J8540,"Dexamethasone, oral, 0. 25 mg",2013,237.0,1171.0
J8540,"Dexamethasone, oral, 0.25 mg",2014,15.0,254.0
J8540,"Dexamethasone, oral, 0.25 mg",2015,14.0,252.0
J8560,"Etoposide; oral, 50 mg",2015,16.0,442.0
J8597,"Antiemetic drug, oral, not otherwise specified",2013,155.0,1178.0
J8597,"Antiemetic drug, oral, not otherwise specified",2014,76.0,933.0
J8597,"Antiemetic drug, oral, not otherwise specified",2015,59.0,815.0
J8600,"Melphalan; oral, 2 mg",2015,11.0,540.0
J8610,"Methotrexate; oral, 2.5 mg",2015,0.0,201.0
J8700,"Temozolomide, oral, 5 mg",2015,1038.0,12362.0
J8705,"Topotecan, oral, 0.25 mg",2015,0.0,50.0
J8999,"Prescription drug, oral, chemotherapeutic, nos",2013,15.0,156.0
J8999,"Prescription drug, oral, chemotherapeutic, nos",2014,0.0,277.0
J8999,"Prescription drug, oral, chemotherapeutic, nos",2015,0.0,28.0
J9000,"Injection, doxorubicin hydrochloride, 10 mg",2013,11.0,104.0
J9000,"Injection, doxorubicin hydrochloride, 10 mg",2014,0.0,125.0
J9000,"Injection, doxorubicin hydrochloride, 10 mg",2015,0.0,190.0
J9181,"Injection, etoposide, 10 mg",2014,0.0,45.0
J9181,"Injection, etoposide, 10 mg",2015,0.0,47.0
J9190,"Injection, fluorouracil, 500 mg",2013,5363.0,74164.0
J9190,"Injection, fluorouracil, 500 mg",2014,4761.0,71156.0
J9190,"Injection, fluorouracil, 500 mg",2015,4786.0,76026.0
J9200,"Injection, floxuridine, 500 mg",2013,18.0,167.0
J9200,"Injection, floxuridine, 500 mg",2014,15.0,136.0
J9200,"Injection, floxuridine, 500 mg",2015,11.0,82.0
J9370,"Vincristine sulfate, 1 mg",2013,0.0,12.0
J9370,"Vincristine sulfate, 1 mg",2014,0.0,57.0
J9370,"Vincristine sulfate, 1 mg",2015,0.0,129.0
K0001,Standard wheelchair,2013,67133.0,1082507.0
K0001,Standard wheelchair,2014,64015.0,963059.0
K0001,Standard wheelchair,2015,69504.0,959189.0
K0002,Standard hemi (low seat) wheelchair,2013,477.0,28629.0
K0002,Standard hemi (low seat) wheelchair,2014,567.0,32569.0
K0002,Standard hemi (low seat) wheelchair,2015,1186.0,40965.0
K0003,Lightweight wheelchair,2013,36301.0,541055.0
K0003,Lightweight wheelchair,2014,28904.0,422864.0
K0003,Lightweight wheelchair,2015,30646.0,397811.0
K0004,"High strength, lightweight wheelchair",2013,23728.0,346833.0
K0004,"High strength, lightweight wheelchair",2014,11516.0,183475.0
K0004,"High strength, lightweight wheelchair",2015,5545.0,98428.0
K0005,Ultralightweight wheelchair,2013,53.0,355.0
K0005,Ultralightweight wheelchair,2014,58.0,444.0
K0005,Ultralightweight wheelchair,2015,148.0,778.0
K0006,Heavy duty wheelchair,2013,135.0,28592.0
K0006,Heavy duty wheelchair,2014,70.0,23157.0
K0006,Heavy duty wheelchair,2015,101.0,25101.0
K0007,Extra heavy duty wheelchair,2013,38.0,19683.0
K0007,Extra heavy duty wheelchair,2014,292.0,17968.0
K0007,Extra heavy duty wheelchair,2015,275.0,17322.0
K0011,"Standard - weight frame motorized/power wheelchair with programmable control parameters for speed adjustment, tremor dampening, acceleration control and braking",2015,0.0,11.0
K0015,"Detachable, non-adjustable height armrest, each",2014,11.0,12.0
K0015,"Detachable, non-adjustable height armrest, each",2015,0.0,15.0
K0019,"Arm pad, each",2013,272.0,308.0
K0019,"Arm pad, each",2014,116.0,156.0
K0019,"Arm pad, each",2015,80.0,109.0
K0020,"Fixed, adjustable height armrest, pair",2013,517.0,4464.0
K0020,"Fixed, adjustable height armrest, pair",2014,207.0,2136.0
K0020,"Fixed, adjustable height armrest, pair",2015,0.0,87.0
K0038,"Leg strap, each",2014,11.0,11.0
K0038,"Leg strap, each",2015,0.0,23.0
K0039,"Leg strap, h style, each",2013,193.0,205.0
K0039,"Leg strap, h style, each",2014,107.0,107.0
K0040,"Adjustable angle footplate, each",2013,478.0,906.0
K0040,"Adjustable angle footplate, each",2014,406.0,1956.0
K0040,"Adjustable angle footplate, each",2015,494.0,1006.0
K0041,"Large size footplate, each",2014,0.0,12.0
K0041,"Large size footplate, each",2015,0.0,11.0
K0045,"Footrest, complete assembly",2013,0.0,72.0
K0045,"Footrest, complete assembly",2015,11.0,124.0
K0046,"Elevating legrest, lower extension tube, each",2015,0.0,11.0
K0052,"Swingaway, detachable footrests, each",2013,11.0,277.0
K0052,"Swingaway, detachable footrests, each",2014,0.0,180.0
K0052,"Swingaway, detachable footrests, each",2015,0.0,619.0
K0053,"Elevating footrests, articulating (telescoping), each",2013,16.0,2317.0
K0053,"Elevating footrests, articulating (telescoping), each",2014,11.0,1343.0
K0053,"Elevating footrests, articulating (telescoping), each",2015,116.0,1816.0
K0056,"Seat height less than  17"" or equal to  or greater than 21"" for a high strength, lightweight, or ultralightweight wheelchair",2013,63.0,1965.0
K0056,"Seat height less than  17"" or equal to  or greater than 21"" for a high strength, lightweight, or ultralightweight wheelchair",2014,0.0,823.0
K0056,"Seat height less than  17"" or equal to  or greater than 21"" for a high strength, lightweight, or ultralightweight wheelchair",2015,27.0,429.0
K0070,"Rear wheel assembly, complete, with pneumatic tire, spokes or molded, each",2013,30.0,30.0
K0077,"Front caster assembly, complete, with solid tire, each",2013,49.0,62.0
K0108,"Wheelchair component or accessory, not otherwise specified",2013,3307.0,6196.0
K0108,"Wheelchair component or accessory, not otherwise specified",2014,3054.0,5658.0
K0108,"Wheelchair component or accessory, not otherwise specified",2015,3322.0,5609.0
K0195,"Elevating leg rests, pair (for use with capped rental wheelchair base)",2013,47382.0,617738.0
K0195,"Elevating leg rests, pair (for use with capped rental wheelchair base)",2014,41108.0,503279.0
K0195,"Elevating leg rests, pair (for use with capped rental wheelchair base)",2015,43179.0,497232.0
K0455,"Infusion pump used for uninterrupted parenteral administration of medication, (e. G. , epoprostenol or treprostinol)",2013,920.0,13653.0
K0455,"Infusion pump used for uninterrupted parenteral administration of medication, (e.g., epoprostenol or treprostinol)",2014,941.0,14127.0
K0455,"Infusion pump used for uninterrupted parenteral administration of medication, (e.g., epoprostenol or treprostinol)",2015,839.0,13785.0
K0462,"Temporary replacement for patient owned equipment being repaired, any type",2013,596.0,853.0
K0462,"Temporary replacement for patient owned equipment being repaired, any type",2014,521.0,847.0
K0462,"Temporary replacement for patient owned equipment being repaired, any type",2015,290.0,488.0
K0552,"Supplies for external drug infusion pump, syringe type cartridge, sterile, each",2013,26274.0,138630.0
K0552,"Supplies for external drug infusion pump, syringe type cartridge, sterile, each",2014,28544.0,143628.0
K0552,"Supplies for external drug infusion pump, syringe type cartridge, sterile, each",2015,31619.0,160335.0
K0603,"Replacement battery for external infusion pump owned by patient, alkaline, 1. 5 volt, each",2013,1420.0,10119.0
K0603,"Replacement battery for external infusion pump owned by patient, alkaline, 1.5 volt, each",2014,1288.0,8912.0
K0603,"Replacement battery for external infusion pump owned by patient, alkaline, 1.5 volt, each",2015,1395.0,9622.0
K0604,"Replacement battery for external infusion pump owned by patient, lithium, 3. 6 volt, each",2013,0.0,14.0
K0604,"Replacement battery for external infusion pump owned by patient, lithium, 3.6 volt, each",2014,0.0,24.0
K0604,"Replacement battery for external infusion pump owned by patient, lithium, 3.6 volt, each",2015,0.0,12.0
K0606,"Automatic external defibrillator, with integrated electrocardiogram analysis, garment type",2013,2039.0,17098.0
K0606,"Automatic external defibrillator, with integrated electrocardiogram analysis, garment type",2014,2918.0,26740.0
K0606,"Automatic external defibrillator, with integrated electrocardiogram analysis, garment type",2015,3724.0,34111.0
K0730,Controlled dose inhalation drug delivery system,2014,0.0,69.0
K0730,Controlled dose inhalation drug delivery system,2015,0.0,75.0
K0733,"Power wheelchair accessory, 12 to 24 amp hour sealed lead acid battery, each (e.g., gel cell, absorbed glassmat)",2014,0.0,12.0
K0738,"Portable gaseous oxygen system, rental; home compressor used to fill portable oxygen cylinders; includes portable containers, regulator, flowmeter, humidifier, cannula or mask, and tubing",2013,14455.0,480840.0
K0738,"Portable gaseous oxygen system, rental; home compressor used to fill portable oxygen cylinders; includes portable containers, regulator, flowmeter, humidifier, cannula or mask, and tubing",2014,17892.0,560523.0
K0738,"Portable gaseous oxygen system, rental; home compressor used to fill portable oxygen cylinders; includes portable containers, regulator, flowmeter, humidifier, cannula or mask, and tubing",2015,20074.0,615926.0
K0739,"Repair or nonroutine service for durable medical equipment other than oxygen equipment requiring the skill of a technician, labor component, per 15 minutes",2013,9054.0,27057.0
K0739,"Repair or nonroutine service for durable medical equipment other than oxygen equipment requiring the skill of a technician, labor component, per 15 minutes",2014,7356.0,23291.0
K0739,"Repair or nonroutine service for durable medical equipment other than oxygen equipment requiring the skill of a technician, labor component, per 15 minutes",2015,6373.0,18834.0
K0800,"Power operated vehicle, group 1 standard, patient weight capacity up to and including 300 pounds",2013,95.0,411.0
K0800,"Power operated vehicle, group 1 standard, patient weight capacity up to and including 300 pounds",2014,41.0,339.0
K0800,"Power operated vehicle, group 1 standard, patient weight capacity up to and including 300 pounds",2015,25.0,332.0
K0801,"Power operated vehicle, group 1 heavy duty, patient weight capacity 301 to 450 pounds",2013,0.0,55.0
K0801,"Power operated vehicle, group 1 heavy duty, patient weight capacity 301 to 450 pounds",2014,0.0,22.0
